case,level_1,id,org:resource,concept:name,time:timestamp,org:role,case_start,time_from_start,time_from_last,time_from_start_category,time_from_last_category,case_end,cumulativeTimeS,remainingTimeS,executionTimeS,cumulativeTimeCategory,executionTimeCategory,remainingTimeNor,executionTimeD,cumulativeTimeD,remainingTimeD
1628,7333,st_step 96385_0,STAFF MEMBER,Declaration REJECTED by PRE_APPROVER,2017-10-23 06:39:42+00:00,PRE_APPROVER,2017-10-11 10:50:33+00:00,1021749,3.0,6,1,2017-11-09 16:30:58+00:00,1021749,1504276,3.0,6,1,0.03710412244402832,3.4722e-05,11.825798611,17.410601852
1628,7334,st_step 96386_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2017-10-23 07:04:07+00:00,EMPLOYEE,2017-10-11 10:50:33+00:00,1023214,1465.0,6,2,2017-11-09 16:30:58+00:00,1023214,1502811,1465.0,6,2,0.03706798709427834,0.016956019,11.84275463,17.393645833
1628,7335,st_step 96381_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-23 07:05:06+00:00,EMPLOYEE,2017-10-11 10:50:33+00:00,1023273,59.0,6,1,2017-11-09 16:30:58+00:00,1023273,1502752,59.0,6,1,0.037066531813981236,0.00068287,11.8434375,17.392962963
1628,7336,st_step 96383_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-23 07:05:39+00:00,PRE_APPROVER,2017-10-11 10:50:33+00:00,1023306,33.0,6,1,2017-11-09 16:30:58+00:00,1023306,1502719,33.0,6,1,0.037065717843645575,0.000381944,11.843819444,17.392581019
1628,7337,st_step 96382_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-23 10:43:49+00:00,SUPERVISOR,2017-10-11 10:50:33+00:00,1036396,13090.0,6,4,2017-11-09 16:30:58+00:00,1036396,1489629,13090.0,6,4,0.036742842943831754,0.15150463,11.995324074,17.241076389
1628,7338,dd_declaration 96379_19,SYSTEM,Request Payment,2017-11-08 10:05:14+00:00,UNDEFINED,2017-10-11 10:50:33+00:00,2416481,1380085.0,7,7,2017-11-09 16:30:58+00:00,2416481,109544,1380085.0,7,7,0.00270198686212413,15.973206019,27.968530093,1.26787037
1628,7339,dd_declaration 96379_20,SYSTEM,Payment Handled,2017-11-09 16:30:58+00:00,UNDEFINED,2017-10-11 10:50:33+00:00,2526025,109544.0,7,5,2017-11-09 16:30:58+00:00,2526025,0,109544.0,7,5,0.0,1.26787037,29.236400463,0.0
1629,7340,st_step 96452_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-11 12:06:37+00:00,EMPLOYEE,2017-10-11 12:06:37+00:00,0,0.0,1,1,2017-10-30 16:31:25+00:00,0,1657488,0.0,1,1,0.040883214052147086,0.0,0.0,19.183888889
1629,7341,st_step 96454_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-11 12:28:50+00:00,SUPERVISOR,2017-10-11 12:06:37+00:00,1333,1333.0,2,2,2017-10-30 16:31:25+00:00,1333,1656155,1333.0,2,2,0.04085033458373977,0.015428241,0.015428241,19.168460648
1629,7342,st_step 96453_0,STAFF MEMBER,Declaration REJECTED by MISSING,2017-10-17 07:55:24+00:00,MISSING,2017-10-11 12:06:37+00:00,503327,501994.0,6,6,2017-10-30 16:31:25+00:00,503327,1154161,501994.0,6,6,0.028468267169137956,5.810115741,5.825543981,13.358344907
1629,7343,st_step 96450_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-19 08:37:44+00:00,EMPLOYEE,2017-10-11 12:06:37+00:00,678667,175340.0,6,5,2017-10-30 16:31:25+00:00,678667,978821,175340.0,6,5,0.024143371452304125,2.029398148,7.85494213,11.328946759
1629,7344,st_step 96451_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-19 08:37:55+00:00,SUPERVISOR,2017-10-11 12:06:37+00:00,678678,11.0,6,1,2017-10-30 16:31:25+00:00,678678,978810,11.0,6,1,0.024143100128858903,0.000127315,7.855069444,11.328819444
1629,7345,dd_declaration 96448_19,SYSTEM,Request Payment,2017-10-26 06:57:00+00:00,UNDEFINED,2017-10-11 12:06:37+00:00,1277423,598745.0,7,6,2017-10-30 16:31:25+00:00,1277423,380065,598745.0,7,6,0.009374595018925796,6.929918981,14.784988426,4.398900463
1629,7346,dd_declaration 96448_20,SYSTEM,Payment Handled,2017-10-30 16:31:25+00:00,UNDEFINED,2017-10-11 12:06:37+00:00,1657488,380065.0,7,6,2017-10-30 16:31:25+00:00,1657488,0,380065.0,7,6,0.0,4.398900463,19.183888889,0.0
1630,7347,st_step 93365_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-11 12:41:35+00:00,EMPLOYEE,2017-10-11 12:41:35+00:00,0,0.0,1,1,2017-10-16 15:31:24+00:00,0,442189,0.0,1,1,0.010906931174466944,0.0,0.0,5.117928241
1630,7348,st_step 93366_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-11 12:41:40+00:00,PRE_APPROVER,2017-10-11 12:41:35+00:00,5,5.0,1,1,2017-10-16 15:31:24+00:00,5,442184,5.0,1,1,0.010906807845628207,5.787e-05,5.787e-05,5.11787037
1630,7349,st_step 93367_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-11 13:19:30+00:00,SUPERVISOR,2017-10-11 12:41:35+00:00,2275,2270.0,3,3,2017-10-16 15:31:24+00:00,2275,439914,2270.0,3,3,0.010850816552841548,0.026273148,0.026331019,5.091597222
1630,7350,dd_declaration 93363_19,SYSTEM,Request Payment,2017-10-12 08:48:44+00:00,UNDEFINED,2017-10-11 12:41:35+00:00,72429,70154.0,5,5,2017-10-16 15:31:24+00:00,72429,369760,70154.0,5,5,0.009120414282288563,0.811967593,0.838298611,4.27962963
1630,7351,dd_declaration 93363_20,SYSTEM,Payment Handled,2017-10-16 15:31:24+00:00,UNDEFINED,2017-10-11 12:41:35+00:00,442189,369760.0,6,6,2017-10-16 15:31:24+00:00,442189,0,369760.0,6,6,0.0,4.27962963,5.117928241,0.0
1631,7352,st_step 93088_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-11 12:45:50+00:00,EMPLOYEE,2017-10-11 12:45:50+00:00,0,0.0,1,1,2017-10-16 15:31:24+00:00,0,441934,0.0,1,1,0.01090064140369135,0.0,0.0,5.114976852
1631,7353,st_step 93089_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-11 12:45:53+00:00,PRE_APPROVER,2017-10-11 12:45:50+00:00,3,3.0,1,1,2017-10-16 15:31:24+00:00,3,441931,3.0,1,1,0.010900567406388109,3.4722e-05,3.4722e-05,5.11494213
1631,7354,st_step 93090_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-11 13:18:24+00:00,SUPERVISOR,2017-10-11 12:45:50+00:00,1954,1951.0,2,2,2017-10-16 15:31:24+00:00,1954,439980,1951.0,2,2,0.01085244449351288,0.022581019,0.022615741,5.092361111
1631,7355,dd_declaration 93086_19,SYSTEM,Request Payment,2017-10-12 08:50:53+00:00,UNDEFINED,2017-10-11 12:45:50+00:00,72303,70349.0,5,5,2017-10-16 15:31:24+00:00,72303,369631,70349.0,5,5,0.009117232398249145,0.814224537,0.836840278,4.278136574
1631,7356,dd_declaration 93086_20,SYSTEM,Payment Handled,2017-10-16 15:31:24+00:00,UNDEFINED,2017-10-11 12:45:50+00:00,441934,369631.0,6,6,2017-10-16 15:31:24+00:00,441934,0,369631.0,6,6,0.0,4.278136574,5.114976852,0.0
1632,7357,st_step 93093_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-12 05:56:32+00:00,EMPLOYEE,2017-10-12 05:56:32+00:00,0,0.0,1,1,2017-10-16 15:31:24+00:00,0,380092,0.0,1,1,0.009375260994654978,0.0,0.0,4.399212963
1632,7358,st_step 93094_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-12 05:58:41+00:00,SUPERVISOR,2017-10-12 05:56:32+00:00,129,129.0,1,1,2017-10-16 15:31:24+00:00,129,379963,129.0,1,1,0.009372079110615559,0.001493056,0.001493056,4.397719907
1632,7359,dd_declaration 93091_19,SYSTEM,Request Payment,2017-10-12 11:42:25+00:00,UNDEFINED,2017-10-12 05:56:32+00:00,20753,20624.0,4,4,2017-10-16 15:31:24+00:00,20753,359339,20624.0,4,4,0.008863372316592627,0.238703704,0.240196759,4.159016204
1632,7360,dd_declaration 93091_20,SYSTEM,Payment Handled,2017-10-16 15:31:24+00:00,UNDEFINED,2017-10-12 05:56:32+00:00,380092,359339.0,6,6,2017-10-16 15:31:24+00:00,380092,0,359339.0,6,6,0.0,4.159016204,4.399212963,0.0
1633,7361,st_step 91590_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-12 07:47:06+00:00,EMPLOYEE,2017-10-12 07:47:06+00:00,0,0.0,1,1,2017-11-02 16:30:44+00:00,0,1845818,0.0,1,1,0.045528518092019986,0.0,0.0,21.363634259
1633,7362,st_step 91589_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-25 09:53:22+00:00,PRE_APPROVER,2017-10-12 07:47:06+00:00,1130776,1130776.0,6,6,2017-11-02 16:30:44+00:00,1130776,715042,1130776.0,6,6,0.01763705990165561,13.087685185,13.087685185,8.275949074
1633,7363,st_step 91588_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-26 06:25:00+00:00,SUPERVISOR,2017-10-12 07:47:06+00:00,1204674,73898.0,6,5,2017-11-02 16:30:44+00:00,1204674,641144,73898.0,6,5,0.01581430899665626,0.855300926,13.942986111,7.420648148
1633,7364,dd_declaration 91586_19,SYSTEM,Request Payment,2017-10-31 14:41:43+00:00,UNDEFINED,2017-10-12 07:47:06+00:00,1666477,461803.0,7,6,2017-11-02 16:30:44+00:00,1666477,179341,461803.0,7,6,0.004423583453591284,5.34494213,19.287928241,2.075706019
1633,7365,dd_declaration 91586_20,SYSTEM,Payment Handled,2017-11-02 16:30:44+00:00,UNDEFINED,2017-10-12 07:47:06+00:00,1845818,179341.0,7,5,2017-11-02 16:30:44+00:00,1845818,0,179341.0,7,5,0.0,2.075706019,21.363634259,0.0
1634,7366,st_step 94810_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-12 08:03:26+00:00,EMPLOYEE,2017-10-12 08:03:26+00:00,0,0.0,1,1,2017-10-16 15:31:24+00:00,0,372478,0.0,1,1,0.00918745583902607,0.0,0.0,4.311087963
1634,7367,st_step 94809_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-12 08:03:42+00:00,SUPERVISOR,2017-10-12 08:03:26+00:00,16,16.0,1,1,2017-10-16 15:31:24+00:00,16,372462,16.0,1,1,0.009187061186742111,0.000185185,0.000185185,4.310902778
1634,7368,dd_declaration 94807_19,SYSTEM,Request Payment,2017-10-12 11:36:01+00:00,UNDEFINED,2017-10-12 08:03:26+00:00,12755,12739.0,4,4,2017-10-16 15:31:24+00:00,12755,359723,12739.0,4,4,0.00887284397140764,0.14744213,0.147627315,4.163460648
1634,7369,dd_declaration 94807_20,SYSTEM,Payment Handled,2017-10-16 15:31:24+00:00,UNDEFINED,2017-10-12 08:03:26+00:00,372478,359723.0,6,6,2017-10-16 15:31:24+00:00,372478,0,359723.0,6,6,0.0,4.163460648,4.311087963,0.0
1635,7370,st_step 96457_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-12 08:24:18+00:00,EMPLOYEE,2017-10-12 08:24:18+00:00,0,0.0,1,1,2017-10-16 15:31:24+00:00,0,371226,0.0,1,1,0.00915657429780629,0.0,0.0,4.296597222
1635,7371,st_step 96458_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-12 08:24:30+00:00,SUPERVISOR,2017-10-12 08:24:18+00:00,12,12.0,1,1,2017-10-16 15:31:24+00:00,12,371214,12.0,1,1,0.009156278308593321,0.000138889,0.000138889,4.296458333
1635,7372,dd_declaration 96455_19,SYSTEM,Request Payment,2017-10-12 12:07:55+00:00,UNDEFINED,2017-10-12 08:24:18+00:00,13417,13405.0,4,4,2017-10-16 15:31:24+00:00,13417,357809,13405.0,4,4,0.008825633691939064,0.155150463,0.155289352,4.14130787
1635,7373,dd_declaration 96455_20,SYSTEM,Payment Handled,2017-10-16 15:31:24+00:00,UNDEFINED,2017-10-12 08:24:18+00:00,371226,357809.0,6,6,2017-10-16 15:31:24+00:00,371226,0,357809.0,6,6,0.0,4.14130787,4.296597222,0.0
1636,7374,st_step 93431_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-12 08:37:14+00:00,EMPLOYEE,2017-10-12 08:37:14+00:00,0,0.0,1,1,2017-10-19 15:31:01+00:00,0,629627,0.0,1,1,0.015530233349509143,0.0,0.0,7.287349537
1636,7375,st_step 93432_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-12 09:19:57+00:00,PRE_APPROVER,2017-10-12 08:37:14+00:00,2563,2563.0,3,3,2017-10-19 15:31:01+00:00,2563,627064,2563.0,3,3,0.01546701498677249,0.029664352,0.029664352,7.257685185
1636,7376,st_step 93433_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-16 11:08:45+00:00,SUPERVISOR,2017-10-12 08:37:14+00:00,354691,352128.0,6,6,2017-10-19 15:31:01+00:00,354691,274936,352128.0,6,6,0.006781507521406557,4.075555556,4.105219907,3.18212963
1636,7377,dd_declaration 93429_19,SYSTEM,Request Payment,2017-10-16 13:58:02+00:00,UNDEFINED,2017-10-12 08:37:14+00:00,364848,10157.0,6,4,2017-10-19 15:31:01+00:00,364848,264779,10157.0,6,4,0.006530977318395942,0.11755787,4.222777778,3.064571759
1636,7378,dd_declaration 93429_20,SYSTEM,Payment Handled,2017-10-19 15:31:01+00:00,UNDEFINED,2017-10-12 08:37:14+00:00,629627,264779.0,6,6,2017-10-19 15:31:01+00:00,629627,0,264779.0,6,6,0.0,3.064571759,7.287349537,0.0
1637,7379,st_step 90613_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-12 08:45:19+00:00,EMPLOYEE,2017-10-12 08:45:19+00:00,0,0.0,1,1,2017-10-16 15:31:24+00:00,0,369965,0.0,1,1,0.009125470764676786,0.0,0.0,4.282002315
1637,7380,st_step 90614_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-12 08:48:08+00:00,PRE_APPROVER,2017-10-12 08:45:19+00:00,169,169.0,1,1,2017-10-16 15:31:24+00:00,169,369796,169.0,1,1,0.00912130224992747,0.001956019,0.001956019,4.280046296
1637,7381,st_step 90612_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-13 10:46:11+00:00,SUPERVISOR,2017-10-12 08:45:19+00:00,93652,93483.0,5,5,2017-10-16 15:31:24+00:00,93652,276313,93483.0,5,5,0.0068154722835947635,1.081979167,1.083935185,3.19806713
1637,7382,dd_declaration 90610_19,SYSTEM,Request Payment,2017-10-13 12:28:53+00:00,UNDEFINED,2017-10-12 08:45:19+00:00,99814,6162.0,5,3,2017-10-16 15:31:24+00:00,99814,270151,6162.0,5,3,0.0066634818227351185,0.071319444,1.15525463,3.126747685
1637,7383,dd_declaration 90610_20,SYSTEM,Payment Handled,2017-10-16 15:31:24+00:00,UNDEFINED,2017-10-12 08:45:19+00:00,369965,270151.0,6,6,2017-10-16 15:31:24+00:00,369965,0,270151.0,6,6,0.0,3.126747685,4.282002315,0.0
1638,7384,st_step 96349_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-12 13:09:08+00:00,EMPLOYEE,2017-10-12 13:09:08+00:00,0,0.0,1,1,2017-10-19 15:31:01+00:00,0,613313,0.0,1,1,0.015127836014477621,0.0,0.0,7.098530093
1638,7385,st_step 96350_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-12 13:09:10+00:00,SUPERVISOR,2017-10-12 13:09:08+00:00,2,2.0,1,1,2017-10-19 15:31:01+00:00,2,613311,2.0,1,1,0.015127786682942127,2.3148e-05,2.3148e-05,7.098506944
1638,7386,dd_declaration 96347_19,SYSTEM,Request Payment,2017-10-16 11:36:18+00:00,UNDEFINED,2017-10-12 13:09:08+00:00,340030,340028.0,6,6,2017-10-19 15:31:01+00:00,340030,273283,340028.0,6,6,0.00674073500732006,3.935509259,3.935532407,3.162997685
1638,7387,dd_declaration 96347_20,SYSTEM,Payment Handled,2017-10-19 15:31:01+00:00,UNDEFINED,2017-10-12 13:09:08+00:00,613313,273283.0,6,6,2017-10-19 15:31:01+00:00,613313,0,273283.0,6,6,0.0,3.162997685,7.098530093,0.0
1639,7388,st_step 93097_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-12 13:12:30+00:00,EMPLOYEE,2017-10-12 13:12:30+00:00,0,0.0,1,1,2017-10-19 15:31:01+00:00,0,613111,0.0,1,1,0.015122853529392641,0.0,0.0,7.09619213
1639,7389,st_step 93098_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-12 13:13:10+00:00,SUPERVISOR,2017-10-12 13:12:30+00:00,40,40.0,1,1,2017-10-19 15:31:01+00:00,40,613071,40.0,1,1,0.015121866898682744,0.000462963,0.000462963,7.095729167
1639,7390,dd_declaration 93095_19,SYSTEM,Request Payment,2017-10-17 11:39:33+00:00,UNDEFINED,2017-10-12 13:12:30+00:00,426423,426383.0,6,6,2017-10-19 15:31:01+00:00,426423,186688,426383.0,6,6,0.004604802849231629,4.934988426,4.935451389,2.160740741
1639,7391,dd_declaration 93095_20,SYSTEM,Payment Handled,2017-10-19 15:31:01+00:00,UNDEFINED,2017-10-12 13:12:30+00:00,613111,186688.0,6,5,2017-10-19 15:31:01+00:00,613111,0,186688.0,6,5,0.0,2.160740741,7.09619213,0.0
1640,7392,st_step 96558_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-13 06:40:34+00:00,EMPLOYEE,2017-10-13 06:40:34+00:00,0,0.0,1,1,2017-10-23 15:30:48+00:00,0,895814,0.0,1,1,0.022095940068893462,0.0,0.0,10.368217593
1640,7393,st_step 96557_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-13 06:41:29+00:00,SUPERVISOR,2017-10-13 06:40:34+00:00,55,55.0,1,1,2017-10-23 15:30:48+00:00,55,895759,55.0,1,1,0.022094583451667354,0.000636574,0.000636574,10.367581019
1640,7394,dd_declaration 96555_19,SYSTEM,Request Payment,2017-10-19 07:16:30+00:00,UNDEFINED,2017-10-13 06:40:34+00:00,520556,520501.0,6,6,2017-10-23 15:30:48+00:00,520556,375258,520501.0,6,6,0.009256026673363916,6.02431713,6.024953704,4.343263889
1640,7395,dd_declaration 96555_20,SYSTEM,Payment Handled,2017-10-23 15:30:48+00:00,UNDEFINED,2017-10-13 06:40:34+00:00,895814,375258.0,6,6,2017-10-23 15:30:48+00:00,895814,0,375258.0,6,6,0.0,4.343263889,10.368217593,0.0
1641,7396,st_step 93102_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-13 07:56:32+00:00,EMPLOYEE,2017-10-13 07:56:32+00:00,0,0.0,1,1,2017-10-16 15:31:24+00:00,0,286492,0.0,1,1,0.007066545133495822,0.0,0.0,3.31587963
1641,7397,st_step 93103_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-13 07:56:45+00:00,PRE_APPROVER,2017-10-13 07:56:32+00:00,13,13.0,1,1,2017-10-16 15:31:24+00:00,13,286479,13.0,1,1,0.007066224478515105,0.000150463,0.000150463,3.315729167
1641,7398,st_step 93101_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-13 11:48:34+00:00,SUPERVISOR,2017-10-13 07:56:32+00:00,13922,13909.0,4,4,2017-10-16 15:31:24+00:00,13922,272570,13909.0,4,4,0.006723148314916144,0.160983796,0.161134259,3.15474537
1641,7399,dd_declaration 93099_19,SYSTEM,Request Payment,2017-10-13 12:17:10+00:00,UNDEFINED,2017-10-13 07:56:32+00:00,15638,1716.0,4,2,2017-10-16 15:31:24+00:00,15638,270854,1716.0,4,2,0.00668082185746156,0.019861111,0.18099537,3.134884259
1641,7400,dd_declaration 93099_20,SYSTEM,Payment Handled,2017-10-16 15:31:24+00:00,UNDEFINED,2017-10-13 07:56:32+00:00,286492,270854.0,6,6,2017-10-16 15:31:24+00:00,286492,0,270854.0,6,6,0.0,3.134884259,3.31587963,0.0
1642,7401,st_step 93437_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-13 09:14:51+00:00,EMPLOYEE,2017-10-13 09:14:51+00:00,0,0.0,1,1,2017-10-16 15:31:24+00:00,0,281793,0.0,1,1,0.006950640690850662,0.0,0.0,3.261493056
1642,7402,st_step 93438_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-13 09:16:28+00:00,PRE_APPROVER,2017-10-13 09:14:51+00:00,97,97.0,1,1,2017-10-16 15:31:24+00:00,97,281696,97.0,1,1,0.006948248111379163,0.001122685,0.001122685,3.26037037
1642,7403,st_step 93436_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-13 11:50:49+00:00,SUPERVISOR,2017-10-13 09:14:51+00:00,9358,9261.0,3,3,2017-10-16 15:31:24+00:00,9358,272435,9261.0,3,3,0.006719818436270242,0.1071875,0.108310185,3.15318287
1642,7404,dd_declaration 93434_19,SYSTEM,Request Payment,2017-10-13 12:21:33+00:00,UNDEFINED,2017-10-13 09:14:51+00:00,11202,1844.0,4,2,2017-10-16 15:31:24+00:00,11202,270591,1844.0,4,2,0.006674334760543987,0.021342593,0.129652778,3.131840278
1642,7405,dd_declaration 93434_20,SYSTEM,Payment Handled,2017-10-16 15:31:24+00:00,UNDEFINED,2017-10-13 09:14:51+00:00,281793,270591.0,6,6,2017-10-16 15:31:24+00:00,281793,0,270591.0,6,6,0.0,3.131840278,3.261493056,0.0
1643,7406,st_step 93443_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-13 09:16:37+00:00,EMPLOYEE,2017-10-13 09:16:37+00:00,0,0.0,1,1,2017-10-16 15:31:24+00:00,0,281687,0.0,1,1,0.006948026119469436,0.0,0.0,3.260266204
1643,7407,st_step 93441_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-13 09:20:59+00:00,PRE_APPROVER,2017-10-13 09:16:37+00:00,262,262.0,1,1,2017-10-16 15:31:24+00:00,262,281425,262.0,1,1,0.006941563688319609,0.003032407,0.003032407,3.257233796
1643,7408,st_step 93442_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-13 11:50:03+00:00,SUPERVISOR,2017-10-13 09:16:37+00:00,9206,8944.0,3,3,2017-10-16 15:31:24+00:00,9206,272481,8944.0,3,3,0.006720953061586624,0.103518519,0.106550926,3.153715278
1643,7409,dd_declaration 93439_19,SYSTEM,Request Payment,2017-10-13 12:21:33+00:00,UNDEFINED,2017-10-13 09:16:37+00:00,11096,1890.0,4,2,2017-10-16 15:31:24+00:00,11096,270591,1890.0,4,2,0.006674334760543987,0.021875,0.128425926,3.131840278
1643,7410,dd_declaration 93439_20,SYSTEM,Payment Handled,2017-10-16 15:31:24+00:00,UNDEFINED,2017-10-13 09:16:37+00:00,281687,270591.0,6,6,2017-10-16 15:31:24+00:00,281687,0,270591.0,6,6,0.0,3.131840278,3.260266204,0.0
1644,7411,st_step 88009_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-13 11:59:57+00:00,EMPLOYEE,2017-10-13 11:59:57+00:00,0,0.0,1,1,2017-12-07 16:31:17+00:00,0,4768280,0.0,1,1,0.11761328703470064,0.0,0.0,55.188425926
1644,7412,st_step 88010_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-11-30 11:13:25+00:00,SUPERVISOR,2017-10-13 11:59:57+00:00,4144408,4144408.0,7,7,2017-12-07 16:31:17+00:00,4144408,623872,4144408.0,7,7,0.015388281856122702,47.967685185,47.967685185,7.220740741
1644,7413,dd_declaration 88007_19,SYSTEM,Request Payment,2017-12-04 07:59:09+00:00,UNDEFINED,2017-10-13 11:59:57+00:00,4478352,333944.0,7,6,2017-12-07 16:31:17+00:00,4478352,289928,333944.0,7,6,0.00715129671147598,3.865092593,51.832777778,3.355648148
1644,7414,dd_declaration 88007_20,SYSTEM,Payment Handled,2017-12-07 16:31:17+00:00,UNDEFINED,2017-10-13 11:59:57+00:00,4768280,289928.0,7,6,2017-12-07 16:31:17+00:00,4768280,0,289928.0,7,6,0.0,3.355648148,55.188425926,0.0
1645,7415,st_step 93447_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-13 12:18:26+00:00,EMPLOYEE,2017-10-13 12:18:26+00:00,0,0.0,1,1,2018-01-08 12:53:35+00:00,0,7518909,0.0,1,1,0.1854596631080377,0.0,0.0,87.024409722
1645,7416,st_step 93446_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-13 12:20:58+00:00,SUPERVISOR,2017-10-13 12:18:26+00:00,152,152.0,1,1,2018-01-08 12:53:35+00:00,152,7518757,152.0,1,1,0.1854559139113401,0.001759259,0.001759259,87.022650463
1645,7417,st_step 93445_0,STAFF MEMBER,Declaration REJECTED by MISSING,2018-01-08 12:53:35+00:00,MISSING,2017-10-13 12:18:26+00:00,7518909,7518757.0,8,8,2018-01-08 12:53:35+00:00,7518909,0,7518757.0,8,8,0.0,87.022650463,87.024409722,0.0
1646,7418,st_step 88013_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-14 12:03:09+00:00,EMPLOYEE,2017-10-14 12:03:09+00:00,0,0.0,1,1,2017-10-26 15:31:20+00:00,0,1049291,0.0,1,1,0.025881568105465297,0.0,0.0,12.144571759
1646,7419,st_step 88014_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-14 12:05:36+00:00,PRE_APPROVER,2017-10-14 12:03:09+00:00,147,147.0,1,1,2017-10-26 15:31:20+00:00,147,1049144,147.0,1,1,0.025877942237606425,0.001701389,0.001701389,12.14287037
1646,7420,st_step 88015_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-19 07:15:08+00:00,SUPERVISOR,2017-10-14 12:03:09+00:00,414719,414572.0,6,6,2017-10-26 15:31:20+00:00,414719,634572,414572.0,6,6,0.01565220557102017,4.798287037,4.799988426,7.344583333
1646,7421,dd_declaration 88011_19,SYSTEM,Request Payment,2017-10-24 08:10:21+00:00,UNDEFINED,2017-10-14 12:03:09+00:00,850032,435313.0,6,6,2017-10-26 15:31:20+00:00,850032,199259,435313.0,6,6,0.004914876215584532,5.038344907,9.838333333,2.306238426
1646,7422,dd_declaration 88011_20,SYSTEM,Payment Handled,2017-10-26 15:31:20+00:00,UNDEFINED,2017-10-14 12:03:09+00:00,1049291,199259.0,6,5,2017-10-26 15:31:20+00:00,1049291,0,199259.0,6,5,0.0,2.306238426,12.144571759,0.0
1647,7423,st_step 96562_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-14 13:51:59+00:00,EMPLOYEE,2017-10-14 13:51:59+00:00,0,0.0,1,1,2017-10-26 15:31:20+00:00,0,1042761,0.0,1,1,0.0257205006420746,0.0,0.0,12.068993056
