case,id,org:resource,concept:name,time:timestamp,org:role,case_start,time_from_start,time_from_last,time_from_start_category,time_from_last_category
1655,dd_declaration 91595_20,SYSTEM,Payment Handled,2017-11-13 16:30:54+00:00,UNDEFINED,2017-10-16 08:12:06+00:00,2449128,365752.0,7,6
1656,st_step 96392_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-16 08:54:00+00:00,EMPLOYEE,2017-10-16 08:54:00+00:00,0,0.0,1,1
1656,st_step 96393_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-16 09:04:29+00:00,SUPERVISOR,2017-10-16 08:54:00+00:00,629,629.0,2,2
1656,dd_declaration 96390_19,SYSTEM,Request Payment,2017-10-16 13:13:12+00:00,UNDEFINED,2017-10-16 08:54:00+00:00,15552,14923.0,4,4
1656,dd_declaration 96390_20,SYSTEM,Payment Handled,2017-10-19 15:31:01+00:00,UNDEFINED,2017-10-16 08:54:00+00:00,283021,267469.0,6,6
1657,st_step 96565_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-16 09:02:53+00:00,EMPLOYEE,2017-10-16 09:02:53+00:00,0,0.0,1,1
1657,st_step 96566_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-16 09:02:55+00:00,SUPERVISOR,2017-10-16 09:02:53+00:00,2,2.0,1,1
1657,dd_declaration 96563_19,SYSTEM,Request Payment,2017-10-17 11:38:03+00:00,UNDEFINED,2017-10-16 09:02:53+00:00,95710,95708.0,5,5
1657,dd_declaration 96563_20,SYSTEM,Payment Handled,2017-10-19 15:31:01+00:00,UNDEFINED,2017-10-16 09:02:53+00:00,282488,186778.0,6,5
1658,st_step 96358_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-16 09:41:15+00:00,EMPLOYEE,2017-10-16 09:41:15+00:00,0,0.0,1,1
1658,st_step 96359_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-16 09:41:24+00:00,PRE_APPROVER,2017-10-16 09:41:15+00:00,9,9.0,1,1
1658,st_step 96357_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-17 08:24:58+00:00,SUPERVISOR,2017-10-16 09:41:15+00:00,81823,81814.0,5,5
1658,dd_declaration 96355_19,SYSTEM,Request Payment,2017-10-19 11:39:16+00:00,UNDEFINED,2017-10-16 09:41:15+00:00,266281,184458.0,6,5
1658,dd_declaration 96355_20,SYSTEM,Payment Handled,2017-10-23 15:30:48+00:00,UNDEFINED,2017-10-16 09:41:15+00:00,625773,359492.0,6,6
1659,st_step 96570_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-16 09:51:47+00:00,EMPLOYEE,2017-10-16 09:51:47+00:00,0,0.0,1,1
1659,st_step 96569_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-16 09:53:36+00:00,SUPERVISOR,2017-10-16 09:51:47+00:00,109,109.0,1,1
1659,dd_declaration 96567_19,SYSTEM,Request Payment,2017-10-17 07:07:08+00:00,UNDEFINED,2017-10-16 09:51:47+00:00,76521,76412.0,5,5
1659,dd_declaration 96567_20,SYSTEM,Payment Handled,2017-10-19 15:31:01+00:00,UNDEFINED,2017-10-16 09:51:47+00:00,279554,203033.0,6,5
1660,st_step 96396_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-16 09:54:18+00:00,EMPLOYEE,2017-10-16 09:54:18+00:00,0,0.0,1,1
1660,st_step 96397_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-16 09:59:20+00:00,SUPERVISOR,2017-10-16 09:54:18+00:00,302,302.0,1,1
1660,dd_declaration 96394_19,SYSTEM,Request Payment,2017-10-17 07:07:57+00:00,UNDEFINED,2017-10-16 09:54:18+00:00,76419,76117.0,5,5
1660,dd_declaration 96394_20,SYSTEM,Payment Handled,2017-10-19 15:31:01+00:00,UNDEFINED,2017-10-16 09:54:18+00:00,279403,202984.0,6,5
1661,st_step 96573_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-16 10:08:16+00:00,EMPLOYEE,2017-10-16 10:08:16+00:00,0,0.0,1,1
1661,st_step 96574_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-11-01 14:54:43+00:00,PRE_APPROVER,2017-10-16 10:08:16+00:00,1399587,1399587.0,7,7
1661,st_step 96575_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-11-03 10:02:43+00:00,SUPERVISOR,2017-10-16 10:08:16+00:00,1554867,155280.0,7,5
1661,dd_declaration 96571_19,SYSTEM,Request Payment,2017-11-09 13:54:21+00:00,UNDEFINED,2017-10-16 10:08:16+00:00,2087165,532298.0,7,6
1661,dd_declaration 96571_20,SYSTEM,Payment Handled,2017-11-13 16:30:54+00:00,UNDEFINED,2017-10-16 10:08:16+00:00,2442158,354993.0,7,6
1662,st_step 86949_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-16 11:04:39+00:00,EMPLOYEE,2017-10-16 11:04:39+00:00,0,0.0,1,1
1662,st_step 86951_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-16 11:05:46+00:00,PRE_APPROVER,2017-10-16 11:04:39+00:00,67,67.0,1,1
1662,st_step 86950_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-19 15:17:01+00:00,SUPERVISOR,2017-10-16 11:04:39+00:00,274342,274275.0,6,6
1662,dd_declaration 86947_19,SYSTEM,Request Payment,2017-10-20 10:07:58+00:00,UNDEFINED,2017-10-16 11:04:39+00:00,342199,67857.0,6,5
1662,dd_declaration 86947_20,SYSTEM,Payment Handled,2017-10-23 15:30:48+00:00,UNDEFINED,2017-10-16 11:04:39+00:00,620769,278570.0,6,6
1663,st_step 96400_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-16 13:13:59+00:00,EMPLOYEE,2017-10-16 13:13:59+00:00,0,0.0,1,1
1663,st_step 96401_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-16 13:14:06+00:00,PRE_APPROVER,2017-10-16 13:13:59+00:00,7,7.0,1,1
1663,st_step 96402_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-19 14:48:00+00:00,SUPERVISOR,2017-10-16 13:13:59+00:00,264841,264834.0,6,6
1663,dd_declaration 96398_19,SYSTEM,Request Payment,2017-10-20 10:07:23+00:00,UNDEFINED,2017-10-16 13:13:59+00:00,334404,69563.0,6,5
1663,dd_declaration 96398_20,SYSTEM,Payment Handled,2017-10-23 15:30:48+00:00,UNDEFINED,2017-10-16 13:13:59+00:00,613009,278605.0,6,6
1664,st_step 96581_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-16 13:43:26+00:00,EMPLOYEE,2017-10-16 13:43:26+00:00,0,0.0,1,1
1664,st_step 96582_0,STAFF MEMBER,Declaration REJECTED by PRE_APPROVER,2017-10-16 13:43:28+00:00,PRE_APPROVER,2017-10-16 13:43:26+00:00,2,2.0,1,1
1664,st_step 96583_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2017-10-16 14:34:49+00:00,EMPLOYEE,2017-10-16 13:43:26+00:00,3083,3081.0,3,3
1664,st_step 96578_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-17 07:16:26+00:00,EMPLOYEE,2017-10-16 13:43:26+00:00,63180,60097.0,5,5
1664,st_step 96579_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-17 07:16:28+00:00,PRE_APPROVER,2017-10-16 13:43:26+00:00,63182,2.0,5,1
1664,st_step 96580_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-17 08:21:13+00:00,SUPERVISOR,2017-10-16 13:43:26+00:00,67067,3885.0,5,3
1664,dd_declaration 96576_19,SYSTEM,Request Payment,2017-10-19 12:17:11+00:00,UNDEFINED,2017-10-16 13:43:26+00:00,254025,186958.0,6,5
1664,dd_declaration 96576_20,SYSTEM,Payment Handled,2017-10-23 15:30:48+00:00,UNDEFINED,2017-10-16 13:43:26+00:00,611242,357217.0,6,6
1665,st_step 93245_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-16 14:00:10+00:00,EMPLOYEE,2017-10-16 14:00:10+00:00,0,0.0,1,1
1665,st_step 93244_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-16 14:17:17+00:00,PRE_APPROVER,2017-10-16 14:00:10+00:00,1027,1027.0,2,2
1665,st_step 93246_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-17 08:49:29+00:00,SUPERVISOR,2017-10-16 14:00:10+00:00,67759,66732.0,5,5
1665,dd_declaration 93242_19,SYSTEM,Request Payment,2017-10-17 15:23:59+00:00,UNDEFINED,2017-10-16 14:00:10+00:00,91429,23670.0,5,4
1665,dd_declaration 93242_20,SYSTEM,Payment Handled,2017-10-19 15:31:01+00:00,UNDEFINED,2017-10-16 14:00:10+00:00,264651,173222.0,6,5
1666,st_step 93451_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-16 14:43:32+00:00,EMPLOYEE,2017-10-16 14:43:32+00:00,0,0.0,1,1
1666,st_step 93452_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-16 14:50:34+00:00,PRE_APPROVER,2017-10-16 14:43:32+00:00,422,422.0,2,2
1666,st_step 93450_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-17 07:26:20+00:00,SUPERVISOR,2017-10-16 14:43:32+00:00,60168,59746.0,5,5
1666,dd_declaration 93448_19,SYSTEM,Request Payment,2017-10-17 15:24:40+00:00,UNDEFINED,2017-10-16 14:43:32+00:00,88868,28700.0,5,4
1666,dd_declaration 93448_20,SYSTEM,Payment Handled,2017-10-19 15:31:01+00:00,UNDEFINED,2017-10-16 14:43:32+00:00,262049,173181.0,6,5
1667,st_step 92146_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-17 10:32:48+00:00,EMPLOYEE,2017-10-17 10:32:48+00:00,0,0.0,1,1
1667,st_step 92147_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-17 10:33:10+00:00,PRE_APPROVER,2017-10-17 10:32:48+00:00,22,22.0,1,1
1667,st_step 92145_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-17 11:29:57+00:00,SUPERVISOR,2017-10-17 10:32:48+00:00,3429,3407.0,3,3
1667,dd_declaration 92143_19,SYSTEM,Request Payment,2017-10-17 15:25:29+00:00,UNDEFINED,2017-10-17 10:32:48+00:00,17561,14132.0,4,4
1667,dd_declaration 92143_20,SYSTEM,Payment Handled,2017-10-19 15:31:01+00:00,UNDEFINED,2017-10-17 10:32:48+00:00,190693,173132.0,5,5
1668,st_step 92150_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-17 11:06:16+00:00,EMPLOYEE,2017-10-17 11:06:16+00:00,0,0.0,1,1
1668,st_step 92151_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-17 11:08:23+00:00,PRE_APPROVER,2017-10-17 11:06:16+00:00,127,127.0,1,1
1668,st_step 92152_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-17 11:29:27+00:00,SUPERVISOR,2017-10-17 11:06:16+00:00,1391,1264.0,2,2
1668,dd_declaration 92148_19,SYSTEM,Request Payment,2017-10-19 11:38:08+00:00,UNDEFINED,2017-10-17 11:06:16+00:00,174712,173321.0,5,5
1668,dd_declaration 92148_20,SYSTEM,Payment Handled,2017-10-23 15:30:48+00:00,UNDEFINED,2017-10-17 11:06:16+00:00,534272,359560.0,6,6
1669,st_step 96505_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-17 11:37:33+00:00,EMPLOYEE,2017-10-17 11:37:33+00:00,0,0.0,1,1
1669,st_step 96506_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-17 11:38:13+00:00,PRE_APPROVER,2017-10-17 11:37:33+00:00,40,40.0,1,1
1669,st_step 96507_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-19 14:45:38+00:00,SUPERVISOR,2017-10-17 11:37:33+00:00,184085,184045.0,5,5
1669,dd_declaration 96503_19,SYSTEM,Request Payment,2017-10-20 10:06:16+00:00,UNDEFINED,2017-10-17 11:37:33+00:00,253723,69638.0,6,5
1669,dd_declaration 96503_20,SYSTEM,Payment Handled,2017-10-23 15:30:48+00:00,UNDEFINED,2017-10-17 11:37:33+00:00,532395,278672.0,6,6
1670,st_step 96586_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-17 11:55:24+00:00,EMPLOYEE,2017-10-17 11:55:24+00:00,0,0.0,1,1
1670,st_step 96587_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-17 11:55:28+00:00,SUPERVISOR,2017-10-17 11:55:24+00:00,4,4.0,1,1
1670,dd_declaration 96584_19,SYSTEM,Request Payment,2017-10-19 12:16:17+00:00,UNDEFINED,2017-10-17 11:55:24+00:00,174053,174049.0,5,5
1670,dd_declaration 96584_20,SYSTEM,Payment Handled,2017-10-23 15:30:48+00:00,UNDEFINED,2017-10-17 11:55:24+00:00,531324,357271.0,6,6
1671,st_step 96590_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-17 12:28:03+00:00,EMPLOYEE,2017-10-17 12:28:03+00:00,0,0.0,1,1
1671,st_step 96591_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-17 12:28:12+00:00,SUPERVISOR,2017-10-17 12:28:03+00:00,9,9.0,1,1
1671,dd_declaration 96588_19,SYSTEM,Request Payment,2017-10-19 12:16:10+00:00,UNDEFINED,2017-10-17 12:28:03+00:00,172087,172078.0,5,5
1671,dd_declaration 96588_20,SYSTEM,Payment Handled,2017-10-23 15:30:48+00:00,UNDEFINED,2017-10-17 12:28:03+00:00,529365,357278.0,6,6
1672,st_step 94816_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-17 13:55:55+00:00,EMPLOYEE,2017-10-17 13:55:55+00:00,0,0.0,1,1
1672,st_step 94817_0,STAFF MEMBER,Declaration REJECTED by PRE_APPROVER,2017-10-17 13:56:00+00:00,PRE_APPROVER,2017-10-17 13:55:55+00:00,5,5.0,1,1
1672,st_step 94818_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2017-10-18 07:50:41+00:00,EMPLOYEE,2017-10-17 13:55:55+00:00,64486,64481.0,5,5
1672,st_step 94813_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-18 08:20:03+00:00,EMPLOYEE,2017-10-17 13:55:55+00:00,66248,1762.0,5,2
1672,st_step 94815_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-18 08:20:06+00:00,PRE_APPROVER,2017-10-17 13:55:55+00:00,66251,3.0,5,1
1672,st_step 94814_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-20 08:27:24+00:00,SUPERVISOR,2017-10-17 13:55:55+00:00,239489,173238.0,5,5
1672,dd_declaration 94811_19,SYSTEM,Request Payment,2017-11-08 10:03:24+00:00,UNDEFINED,2017-10-17 13:55:55+00:00,1886849,1647360.0,7,7
1672,dd_declaration 94811_20,SYSTEM,Payment Handled,2017-11-13 16:30:54+00:00,UNDEFINED,2017-10-17 13:55:55+00:00,2342099,455250.0,7,6
1673,st_step 94821_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-17 14:09:46+00:00,EMPLOYEE,2017-10-17 14:09:46+00:00,0,0.0,1,1
1673,st_step 94822_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-17 14:20:44+00:00,SUPERVISOR,2017-10-17 14:09:46+00:00,658,658.0,2,2
1673,dd_declaration 94819_19,SYSTEM,Request Payment,2017-10-25 09:47:02+00:00,UNDEFINED,2017-10-17 14:09:46+00:00,675436,674778.0,6,6
1673,dd_declaration 94819_20,SYSTEM,Payment Handled,2017-10-26 15:31:20+00:00,UNDEFINED,2017-10-17 14:09:46+00:00,782494,107058.0,6,5
1674,st_step 96510_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-18 07:29:27+00:00,EMPLOYEE,2017-10-18 07:29:27+00:00,0,0.0,1,1
1674,st_step 96512_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-18 07:32:21+00:00,PRE_APPROVER,2017-10-18 07:29:27+00:00,174,174.0,1,1
1674,st_step 96511_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-20 09:21:08+00:00,SUPERVISOR,2017-10-18 07:29:27+00:00,179501,179327.0,5,5
1674,dd_declaration 96508_19,SYSTEM,Request Payment,2017-10-24 08:10:44+00:00,UNDEFINED,2017-10-18 07:29:27+00:00,520877,341376.0,6,6
1674,dd_declaration 96508_20,SYSTEM,Payment Handled,2017-10-26 15:31:20+00:00,UNDEFINED,2017-10-18 07:29:27+00:00,720113,199236.0,6,5
1675,st_step 96408_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-18 08:20:33+00:00,EMPLOYEE,2017-10-18 08:20:33+00:00,0,0.0,1,1
1675,st_step 96409_0,STAFF MEMBER,Declaration REJECTED by PRE_APPROVER,2017-10-18 08:22:04+00:00,PRE_APPROVER,2017-10-18 08:20:33+00:00,91,91.0,1,1
1675,st_step 96410_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2017-10-20 09:23:29+00:00,EMPLOYEE,2017-10-18 08:20:33+00:00,176576,176485.0,5,5
1675,st_step 96405_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-20 10:00:37+00:00,EMPLOYEE,2017-10-18 08:20:33+00:00,178804,2228.0,5,3
1675,st_step 96406_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-20 10:00:53+00:00,PRE_APPROVER,2017-10-18 08:20:33+00:00,178820,16.0,5,1
1675,st_step 96407_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-20 11:56:01+00:00,SUPERVISOR,2017-10-18 08:20:33+00:00,185728,6908.0,5,3
1675,dd_declaration 96403_19,SYSTEM,Request Payment,2017-10-24 08:12:31+00:00,UNDEFINED,2017-10-18 08:20:33+00:00,517918,332190.0,6,6
1675,dd_declaration 96403_20,SYSTEM,Payment Handled,2017-10-26 15:31:20+00:00,UNDEFINED,2017-10-18 08:20:33+00:00,717047,199129.0,6,5
1676,st_step 92156_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-19 11:10:41+00:00,EMPLOYEE,2017-10-19 11:10:41+00:00,0,0.0,1,1
1676,st_step 92157_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-19 11:13:23+00:00,PRE_APPROVER,2017-10-19 11:10:41+00:00,162,162.0,1,1
1676,st_step 92155_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-19 14:44:38+00:00,SUPERVISOR,2017-10-19 11:10:41+00:00,12837,12675.0,4,4
1676,dd_declaration 92153_19,SYSTEM,Request Payment,2017-10-20 10:05:23+00:00,UNDEFINED,2017-10-19 11:10:41+00:00,82482,69645.0,5,5
1676,dd_declaration 92153_20,SYSTEM,Payment Handled,2017-10-23 15:30:48+00:00,UNDEFINED,2017-10-19 11:10:41+00:00,361207,278725.0,6,6
1677,st_step 94854_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-19 12:05:59+00:00,EMPLOYEE,2017-10-19 12:05:59+00:00,0,0.0,1,1
1677,st_step 94855_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-19 12:07:21+00:00,SUPERVISOR,2017-10-19 12:05:59+00:00,82,82.0,1,1
1677,dd_declaration 94852_19,SYSTEM,Request Payment,2017-10-27 08:33:22+00:00,UNDEFINED,2017-10-19 12:05:59+00:00,678443,678361.0,6,6
1677,dd_declaration 94852_20,SYSTEM,Payment Handled,2017-10-30 16:31:25+00:00,UNDEFINED,2017-10-19 12:05:59+00:00,966326,287883.0,6,6
1678,st_step 92160_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-19 14:12:44+00:00,EMPLOYEE,2017-10-19 14:12:44+00:00,0,0.0,1,1
1678,st_step 92161_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-19 14:12:47+00:00,PRE_APPROVER,2017-10-19 14:12:44+00:00,3,3.0,1,1
1678,st_step 92162_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-24 07:00:56+00:00,SUPERVISOR,2017-10-19 14:12:44+00:00,406092,406089.0,6,6
1678,dd_declaration 92158_19,SYSTEM,Request Payment,2017-10-26 06:57:46+00:00,UNDEFINED,2017-10-19 14:12:44+00:00,578702,172610.0,6,5
1678,dd_declaration 92158_20,SYSTEM,Payment Handled,2017-10-30 16:31:25+00:00,UNDEFINED,2017-10-19 14:12:44+00:00,958721,380019.0,6,6
1679,st_step 92166_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-19 14:13:44+00:00,EMPLOYEE,2017-10-19 14:13:44+00:00,0,0.0,1,1
1679,st_step 92167_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-19 14:13:46+00:00,PRE_APPROVER,2017-10-19 14:13:44+00:00,2,2.0,1,1
1679,st_step 92165_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-24 07:14:35+00:00,SUPERVISOR,2017-10-19 14:13:44+00:00,406851,406849.0,6,6
1679,dd_declaration 92163_19,SYSTEM,Request Payment,2017-10-26 06:59:21+00:00,UNDEFINED,2017-10-19 14:13:44+00:00,578737,171886.0,6,5
1679,dd_declaration 92163_20,SYSTEM,Payment Handled,2017-10-30 16:31:25+00:00,UNDEFINED,2017-10-19 14:13:44+00:00,958661,379924.0,6,6
1680,st_step 87012_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-20 07:33:16+00:00,EMPLOYEE,2017-10-20 07:33:16+00:00,0,0.0,1,1
1680,st_step 87013_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-20 07:36:45+00:00,SUPERVISOR,2017-10-20 07:33:16+00:00,209,209.0,1,1
1680,dd_declaration 87010_19,SYSTEM,Request Payment,2017-10-25 08:58:59+00:00,UNDEFINED,2017-10-20 07:33:16+00:00,437143,436934.0,6,6
1680,dd_declaration 87010_20,SYSTEM,Payment Handled,2017-10-26 15:31:20+00:00,UNDEFINED,2017-10-20 07:33:16+00:00,547084,109941.0,6,5
1681,st_step 96516_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-20 09:00:13+00:00,EMPLOYEE,2017-10-20 09:00:13+00:00,0,0.0,1,1
1681,st_step 96515_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-20 09:06:43+00:00,SUPERVISOR,2017-10-20 09:00:13+00:00,390,390.0,1,1
1681,dd_declaration 96513_19,SYSTEM,Request Payment,2017-10-24 07:52:48+00:00,UNDEFINED,2017-10-20 09:00:13+00:00,341555,341165.0,6,6
1681,dd_declaration 96513_20,SYSTEM,Payment Handled,2017-10-26 15:31:20+00:00,UNDEFINED,2017-10-20 09:00:13+00:00,541867,200312.0,6,5
1682,st_step 94447_0,STAFF MEMBER,Declaration SAVED by EMPLOYEE,2017-10-20 09:10:21+00:00,EMPLOYEE,2017-10-20 09:10:21+00:00,0,0.0,1,1
1683,st_step 87016_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-20 09:51:11+00:00,EMPLOYEE,2017-10-20 09:51:11+00:00,0,0.0,1,1
1683,st_step 87017_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-20 09:51:14+00:00,PRE_APPROVER,2017-10-20 09:51:11+00:00,3,3.0,1,1
1683,st_step 87018_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-24 07:18:07+00:00,SUPERVISOR,2017-10-20 09:51:11+00:00,336416,336413.0,6,6
1683,dd_declaration 87014_19,SYSTEM,Request Payment,2017-10-26 07:16:09+00:00,UNDEFINED,2017-10-20 09:51:11+00:00,509098,172682.0,6,5
1683,dd_declaration 87014_20,SYSTEM,Payment Handled,2017-10-30 16:31:25+00:00,UNDEFINED,2017-10-20 09:51:11+00:00,888014,378916.0,6,6
1684,st_step 87022_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-20 10:52:34+00:00,EMPLOYEE,2017-10-20 10:52:34+00:00,0,0.0,1,1
1684,st_step 87023_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-10-20 10:53:37+00:00,PRE_APPROVER,2017-10-20 10:52:34+00:00,63,63.0,1,1
1684,st_step 87021_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-20 14:02:01+00:00,SUPERVISOR,2017-10-20 10:52:34+00:00,11367,11304.0,4,4
1684,dd_declaration 87019_19,SYSTEM,Request Payment,2017-10-24 11:15:53+00:00,UNDEFINED,2017-10-20 10:52:34+00:00,346999,335632.0,6,6
1684,dd_declaration 87019_20,SYSTEM,Payment Handled,2017-10-26 15:31:20+00:00,UNDEFINED,2017-10-20 10:52:34+00:00,535126,188127.0,6,5
1685,st_step 94763_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-20 16:38:12+00:00,EMPLOYEE,2017-10-20 16:38:12+00:00,0,0.0,1,1
1685,st_step 94764_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-20 16:39:02+00:00,SUPERVISOR,2017-10-20 16:38:12+00:00,50,50.0,1,1
1685,dd_declaration 94761_19,SYSTEM,Request Payment,2017-10-26 07:21:12+00:00,UNDEFINED,2017-10-20 16:38:12+00:00,484980,484930.0,6,6
1685,dd_declaration 94761_20,SYSTEM,Payment Handled,2017-11-02 16:30:44+00:00,UNDEFINED,2017-10-20 16:38:12+00:00,1122752,637772.0,6,6
1686,st_step 91602_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-20 16:39:38+00:00,EMPLOYEE,2017-10-20 16:39:38+00:00,0,0.0,1,1
1686,st_step 91601_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-20 16:40:13+00:00,SUPERVISOR,2017-10-20 16:39:38+00:00,35,35.0,1,1
1686,dd_declaration 91599_19,SYSTEM,Request Payment,2017-10-26 07:21:35+00:00,UNDEFINED,2017-10-20 16:39:38+00:00,484917,484882.0,6,6
1686,dd_declaration 91599_20,SYSTEM,Payment Handled,2017-11-02 16:30:44+00:00,UNDEFINED,2017-10-20 16:39:38+00:00,1122666,637749.0,6,6
1687,st_step 87027_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-22 10:29:33+00:00,EMPLOYEE,2017-10-22 10:29:33+00:00,0,0.0,1,1
1687,st_step 87026_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-22 10:29:52+00:00,SUPERVISOR,2017-10-22 10:29:33+00:00,19,19.0,1,1
1687,dd_declaration 87024_19,SYSTEM,Request Payment,2017-10-23 07:37:03+00:00,UNDEFINED,2017-10-22 10:29:33+00:00,76050,76031.0,5,5
